pathway	S10	S112	S113	S114	S11	S12	S13	S15	S161	S162	S164	S165	S166	S167	S168	S169	S16	S170	S171	S172	S173	S174	S175	S176	S177	S179	S17	S182	S187	S188	S18	S191	S194	S196	S197	S198	S19	S1	S201	S202	S203	S204	S205	S206	S207	S208	S209	S20	S210	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225	S22	S23	S24	S25	S26	S27	S28	S2	S30	S34	S35	S36	S37	S3	S4	S5	S61	S62	S63	S65	S6	S7	S85	S86	S87	S88	S89	S9
HSERMETANA-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	2.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.5	0.0	0.0	0.0	1.8	0.0	1.0	0.0	1.0	0.0	3.0
ILEUSYN-PWY	0.0	1.1429	1.1429	1.1429	1.1429	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	1.2	1.2	1.1429	0.0	0.0	1.1429	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	2.3529	0.0	1.1429	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	1.1429	0.0	0.0	0.0	1.2	1.2	0.0	0.0	1.2	0.0	1.1429	2.3529	1.1429	0.0	0.0	2.2857	2.4	2.4	2.4	3.6	1.1429	0.0	0.0	0.0	0.0	1.2	1.2	1.1429	0.0	2.3529	0.0	0.0	0.0	3.5	1.1429	1.2	0.0	1.2	0.0	3.6
LEU-DEG2-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	1.1111	0.0	0.0	1.25	0.0	0.0	0.0	0.0	2.2222	2.2222	2.2222	3.3333	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	1.25	0.0	0.0	0.0	1.3043	0.0	1.1111	0.0	1.1111	0.0	3.3333
MET-SAM-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5273	0.0	0.0	0.0	2.0792	0.0	0.0	0.0	0.0	0.0	0.0
NAGLIPASYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	3.0
NONMEVIPP-PWY	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0
NONOXIPENT-PWY	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0
OANTIGEN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0526	0.0	0.0	0.0	0.0	0.0	0.0	1.0526	1.0526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0526	0.0	0.0	0.0	0.0	0.0	0.0	1.7143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0526	0.0	0.0	0.0	0.0	0.0	1.0526	1.0526	0.0	0.0	1.0526	0.0	0.0	1.7143	0.0	0.0	0.0	0.0	2.1053	2.1053	2.1053	3.1579	0.0	0.0	0.0	0.0	0.0	1.0526	1.0526	0.0	0.0	1.7143	0.0	0.0	0.0	2.1818	0.0	1.0526	0.0	1.0526	0.0	3.1579
P101-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.3043	0.0	0.0	0.0	0.0	2.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.3043	0.0	0.0	0.0	1.4151	0.0	1.0	0.0	1.0	0.0	3.0
P105-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.875	0.0	0.0	0.0	2.9032	0.0	0.0	0.0	0.0	0.0	0.0
P161-PWY	0.0	1.3333	1.3333	1.3333	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	1.3333	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	1.3333	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	1.6	1.3333	0.0	0.0	2.6667	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	1.6	0.0	0.0	0.0	3.0	1.3333	0.0	0.0	0.0	0.0	0.0
P221-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	1.4545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	1.1429	1.1429	0.0	0.0	1.1429	0.0	0.0	1.4545	0.0	0.0	0.0	0.0	2.2857	2.2857	2.2857	3.4286	0.0	0.0	0.0	0.0	0.0	1.1429	1.1429	0.0	0.0	1.4545	0.0	0.0	0.0	1.6	0.0	1.1429	0.0	1.1429	0.0	3.4286
P4-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7143	0.0	0.0	0.0	2.3301	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0
PANTOSYN-PWY	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0
PEPTIDOGLYCANSYN-PWY	0.0	1.0526	1.0526	1.0526	1.0526	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0526	0.0	0.0	1.0526	0.0	1.0526	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.069	0.0	1.0526	0.0	0.0	1.0526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0526	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0526	2.069	1.0526	0.0	0.0	2.1053	2.0	2.0	2.0	3.0	1.0526	0.0	0.0	0.0	0.0	1.0	1.0	1.0526	0.0	2.069	0.0	0.0	0.0	3.125	1.0526	1.0	0.0	1.0	0.0	3.0
PHOSLIPSYN-PWY	0.0	1.1111	1.1111	1.1111	1.1111	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	1.1111	0.0	0.0	1.1111	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	2.2222	0.0	1.1111	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	1.1111	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	1.1111	0.0	1.1111	2.2222	1.1111	0.0	0.0	2.2222	2.2222	2.2222	2.2222	3.3333	1.1111	0.0	0.0	0.0	0.0	1.1111	1.1111	1.1111	0.0	2.2222	0.0	0.0	0.0	3.3333	1.1111	1.1111	0.0	1.1111	0.0	3.3333
POLYAMSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
POLYISOPRENSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.6	0.0	0.0	0.0	0.0	2.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.6	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	3.0
PRPP-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9355	0.0	0.0	0.0	2.8585	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	3.0
PWY-2942	0.0	1.0909	1.0909	1.0909	1.0909	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0909	0.0	0.0	1.0909	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1176	0.0	1.0909	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0909	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0909	2.1176	1.0909	0.0	0.0	2.1818	2.0	2.0	2.0	3.0	1.0909	0.0	0.0	0.0	0.0	1.0	1.0	1.0909	0.0	2.1176	0.0	0.0	0.0	3.2143	1.0909	1.0	0.0	1.0	0.0	3.0
PWY-3001	0.0	1.1111	1.1111	1.1111	1.1111	0.0	0.0	1.0714	0.0	0.0	0.0	0.0	0.0	0.0	1.0714	1.0714	1.1111	0.0	0.0	1.1111	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	1.0714	0.0	0.0	0.0	0.0	0.0	0.0	2.2059	0.0	1.1111	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0714	0.0	1.1111	0.0	0.0	0.0	1.0714	1.0714	0.0	0.0	1.0714	0.0	1.1111	2.2059	1.1111	0.0	0.0	2.2222	2.1429	2.1429	2.1429	3.2143	1.1111	0.0	0.0	0.0	0.0	1.0714	1.0714	1.1111	0.0	2.2059	0.0	0.0	0.0	3.3228	1.1111	1.0714	0.0	1.0714	0.0	3.2143
PWY-3781	0.0	2.963	2.963	2.963	2.963	0.0	0.0	1.4545	0.0	0.0	0.0	0.0	0.0	0.0	1.4545	1.4545	2.963	0.0	0.0	2.963	0.0	2.963	0.0	0.0	0.0	0.0	0.0	1.4545	0.0	0.0	0.0	0.0	0.0	0.0	5.5172	0.0	2.963	0.0	0.0	2.963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4545	0.0	2.963	0.0	0.0	0.0	1.4545	1.4545	0.0	0.0	1.4545	0.0	2.963	5.5172	2.963	0.0	0.0	5.9259	2.9091	2.9091	2.9091	4.3636	2.963	0.0	0.0	0.0	0.0	1.4545	1.4545	2.963	0.0	5.5172	0.0	0.0	0.0	8.5714	2.963	1.4545	0.0	1.4545	0.0	4.3636
PWY-5097	0.0	1.0769	1.0769	1.0769	1.0769	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0769	0.0	0.0	1.0769	0.0	1.0769	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	0.0	1.0769	0.0	0.0	1.0769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0769	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0769	2.1	1.0769	0.0	0.0	2.1538	2.0	2.0	2.0	3.0	1.0769	0.0	0.0	0.0	0.0	1.0	1.0	1.0769	0.0	2.1	0.0	0.0	0.0	3.1818	1.0769	1.0	0.0	1.0	0.0	3.0
PWY-5100	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.3333	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.3333	0.0	0.0	0.0	2.4	1.0	0.0	0.0	0.0	0.0	0.0
PWY-5101	0.0	1.25	1.25	1.25	1.25	0.0	0.0	1.3043	0.0	0.0	0.0	0.0	0.0	0.0	1.3043	1.3043	1.25	0.0	0.0	1.25	0.0	1.25	0.0	0.0	0.0	0.0	0.0	1.3043	0.0	0.0	0.0	0.0	0.0	0.0	2.5641	0.0	1.25	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3043	0.0	1.25	0.0	0.0	0.0	1.3043	1.3043	0.0	0.0	1.3043	0.0	1.25	2.5641	1.25	0.0	0.0	2.5	2.6087	2.6087	2.6087	3.913	1.25	0.0	0.0	0.0	0.0	1.3043	1.3043	1.25	0.0	2.5641	0.0	0.0	0.0	3.8182	1.25	1.3043	0.0	1.3043	0.0	3.913
PWY-5103	0.0	1.1111	1.1111	1.1111	1.1111	0.0	0.0	1.1538	0.0	0.0	0.0	0.0	0.0	0.0	1.1538	1.1538	1.1111	0.0	0.0	1.1111	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	1.1538	0.0	0.0	0.0	0.0	0.0	0.0	2.2727	0.0	1.1111	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1538	0.0	1.1111	0.0	0.0	0.0	1.1538	1.1538	0.0	0.0	1.1538	0.0	1.1111	2.2727	1.1111	0.0	0.0	2.2222	2.3077	2.3077	2.3077	3.4615	1.1111	0.0	0.0	0.0	0.0	1.1538	1.1538	1.1111	0.0	2.2727	0.0	0.0	0.0	3.3871	1.1111	1.1538	0.0	1.1538	0.0	3.4615
PWY-5121	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0
PWY-5154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0667	0.0	0.0	0.0	0.0	0.0	0.0	1.0667	1.0667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0667	0.0	0.0	0.0	0.0	0.0	0.0	1.4907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0667	0.0	0.0	0.0	0.0	0.0	1.0667	1.0667	0.0	0.0	1.0667	0.0	0.0	1.4907	0.0	0.0	0.0	0.0	2.1333	2.1333	2.1333	3.2	0.0	0.0	0.0	0.0	0.0	1.0667	1.0667	0.0	0.0	1.4907	0.0	0.0	0.0	1.7204	0.0	1.0667	0.0	1.0667	0.0	3.2
PWY-5188	0.0	1.0909	1.0909	1.0909	1.0909	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0909	0.0	0.0	1.0909	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1176	0.0	1.0909	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0909	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0909	2.1176	1.0909	0.0	0.0	2.1818	2.0	2.0	2.0	3.0	1.0909	0.0	0.0	0.0	0.0	1.0	1.0	1.0909	0.0	2.1176	0.0	0.0	0.0	3.2143	1.0909	1.0	0.0	1.0	0.0	3.0
PWY-5189	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0
PWY-5304	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
PWY-5345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0476	0.0	0.0	0.0	0.0	0.0	0.0	1.0476	1.0476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0476	0.0	0.0	0.0	0.0	0.0	0.0	1.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0476	0.0	0.0	0.0	0.0	0.0	1.0476	1.0476	0.0	0.0	1.0476	0.0	0.0	1.65	0.0	0.0	0.0	0.0	2.0952	2.0952	2.0952	3.1429	0.0	0.0	0.0	0.0	0.0	1.0476	1.0476	0.0	0.0	1.65	0.0	0.0	0.0	2.0183	0.0	1.0476	0.0	1.0476	0.0	3.1429
PWY-5347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6154	0.0	0.0	0.0	2.3077	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	2.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.3333	0.0	0.0	0.0	1.5	0.0	1.0	0.0	1.0	0.0	3.0
