pathway	S10	S112	S113	S114	S11	S12	S13	S15	S161	S162	S164	S165	S166	S167	S168	S169	S16	S170	S171	S172	S173	S174	S175	S176	S177	S179	S17	S182	S187	S188	S18	S191	S194	S196	S197	S198	S19	S1	S201	S202	S203	S204	S205	S206	S207	S208	S209	S20	S210	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225	S22	S23	S24	S25	S26	S27	S28	S2	S30	S34	S35	S36	S37	S3	S4	S5	S61	S62	S63	S65	S6	S7	S85	S86	S87	S88	S89	S9
PWY-6700	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0
PWY-6703	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.3333	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.3333	0.0	0.0	0.0	2.4	1.0	1.0	0.0	1.0	0.0	3.0
PWY-6708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	1.1111	0.0	0.0	1.5	0.0	0.0	0.0	0.0	2.2222	2.2222	2.2222	3.3333	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	1.5	0.0	0.0	0.0	1.7143	0.0	1.1111	0.0	1.1111	0.0	3.3333
PWY-6897	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3846	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.3846	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.3846	0.0	0.0	0.0	2.4545	1.0	1.0	0.0	1.0	0.0	3.0
PWY-6969	0.0	1.3333	1.3333	1.3333	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	1.3333	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0513	0.0	1.3333	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	2.0513	1.3333	0.0	0.0	2.6667	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	2.0513	0.0	0.0	0.0	3.4783	1.3333	0.0	0.0	0.0	0.0	0.0
PWY-7094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5652	0.0	0.0	0.0	0.0	0.0	0.0	1.5652	1.5652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5652	0.0	0.0	0.0	0.0	0.0	0.0	2.5714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5652	0.0	0.0	0.0	0.0	0.0	1.5652	1.5652	0.0	0.0	1.5652	0.0	0.0	2.5714	0.0	0.0	0.0	0.0	3.1304	3.1304	3.1304	4.6957	0.0	0.0	0.0	0.0	0.0	1.5652	1.5652	0.0	0.0	2.5714	0.0	0.0	0.0	3.0769	0.0	1.5652	0.0	1.5652	0.0	4.6957
PWY-7111	0.0	1.3333	1.3333	1.3333	1.3333	0.0	0.0	1.4118	0.0	0.0	0.0	0.0	0.0	0.0	1.4118	1.4118	1.3333	0.0	0.0	1.3333	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	1.4118	0.0	0.0	0.0	0.0	0.0	0.0	2.7586	0.0	1.3333	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4118	0.0	1.3333	0.0	0.0	0.0	1.4118	1.4118	0.0	0.0	1.4118	0.0	1.3333	2.7586	1.3333	0.0	0.0	2.6667	2.8235	2.8235	2.8235	4.2353	1.3333	0.0	0.0	0.0	0.0	1.4118	1.4118	1.3333	0.0	2.7586	0.0	0.0	0.0	4.0976	1.3333	1.4118	0.0	1.4118	0.0	4.2353
PWY-7184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0	0.0	0.0	0.0	0.0	1.125	1.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0	0.0	0.0	0.0	0.0	1.8367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0	0.0	0.0	0.0	1.125	1.125	0.0	0.0	1.125	0.0	0.0	1.8367	0.0	0.0	0.0	0.0	2.25	2.25	2.25	3.375	0.0	0.0	0.0	0.0	0.0	1.125	1.125	0.0	0.0	1.8367	0.0	0.0	0.0	2.2979	0.0	1.125	0.0	1.125	0.0	3.375
PWY-7187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4286	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7196	0.0	1.0909	1.0909	1.0909	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	0.0	0.0	1.0909	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.697	0.0	1.0909	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	1.697	1.0909	0.0	0.0	2.1818	0.0	0.0	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	0.0	1.697	0.0	0.0	0.0	2.8636	1.0909	0.0	0.0	0.0	0.0	0.0
PWY-7197	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0
PWY-7199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.7143	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	2.2703	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7208	0.0	1.3333	1.3333	1.3333	1.3333	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	1.3333	1.3333	0.0	0.0	1.3333	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	2.6667	0.0	1.3333	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	1.3333	0.0	0.0	0.0	1.3333	1.3333	0.0	0.0	1.3333	0.0	1.3333	2.6667	1.3333	0.0	0.0	2.6667	2.6667	2.6667	2.6667	4.0	1.3333	0.0	0.0	0.0	0.0	1.3333	1.3333	1.3333	0.0	2.6667	0.0	0.0	0.0	4.0	1.3333	1.3333	0.0	1.3333	0.0	4.0
PWY-7211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1613	0.0	0.0	0.0	0.0	0.0	0.0	1.1613	1.1613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1613	0.0	0.0	0.0	0.0	0.0	0.0	1.9495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1613	0.0	0.0	0.0	0.0	0.0	1.1613	1.1613	0.0	0.0	1.1613	0.0	0.0	1.9495	0.0	0.0	0.0	0.0	2.3226	2.3226	2.3226	3.4839	0.0	0.0	0.0	0.0	0.0	1.1613	1.1613	0.0	0.0	1.9495	0.0	0.0	0.0	2.5116	0.0	1.1613	0.0	1.1613	0.0	3.4839
PWY-7219	0.0	1.2	1.2	1.2	1.2	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	1.2	1.2	1.2	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	2.4	0.0	1.2	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0	1.2	1.2	0.0	0.0	1.2	0.0	1.2	2.4	1.2	0.0	0.0	2.4	2.4	2.4	2.4	3.6	1.2	0.0	0.0	0.0	0.0	1.2	1.2	1.2	0.0	2.4	0.0	0.0	0.0	3.6	1.2	1.2	0.0	1.2	0.0	3.6
PWY-7220	0.0	1.2857	1.2857	1.2857	1.2857	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	1.2	1.2	1.2857	0.0	0.0	1.2857	0.0	1.2857	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	1.2857	0.0	0.0	1.2857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	1.2857	0.0	0.0	0.0	1.2	1.2	0.0	0.0	1.2	0.0	1.2857	2.5	1.2857	0.0	0.0	2.5714	2.4	2.4	2.4	3.6	1.2857	0.0	0.0	0.0	0.0	1.2	1.2	1.2857	0.0	2.5	0.0	0.0	0.0	3.7895	1.2857	1.2	0.0	1.2	0.0	3.6
PWY-7221	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0
PWY-7222	0.0	1.2857	1.2857	1.2857	1.2857	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	1.2	1.2	1.2857	0.0	0.0	1.2857	0.0	1.2857	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	1.2857	0.0	0.0	1.2857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	1.2857	0.0	0.0	0.0	1.2	1.2	0.0	0.0	1.2	0.0	1.2857	2.5	1.2857	0.0	0.0	2.5714	2.4	2.4	2.4	3.6	1.2857	0.0	0.0	0.0	0.0	1.2	1.2	1.2857	0.0	2.5	0.0	0.0	0.0	3.7895	1.2857	1.2	0.0	1.2	0.0	3.6
PWY-7228	0.0	1.125	1.125	1.125	1.125	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	1.0909	1.125	0.0	0.0	1.125	0.0	1.125	0.0	0.0	0.0	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	2.2222	0.0	1.125	0.0	0.0	1.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	0.0	1.125	0.0	0.0	0.0	1.0909	1.0909	0.0	0.0	1.0909	0.0	1.125	2.2222	1.125	0.0	0.0	2.25	2.1818	2.1818	2.1818	3.2727	1.125	0.0	0.0	0.0	0.0	1.0909	1.0909	1.125	0.0	2.2222	0.0	0.0	0.0	3.3488	1.125	1.0909	0.0	1.0909	0.0	3.2727
PWY-7229	0.0	1.2857	1.2857	1.2857	1.2857	0.0	0.0	1.2414	0.0	0.0	0.0	0.0	0.0	0.0	1.2414	1.2414	1.2857	0.0	0.0	1.2857	0.0	1.2857	0.0	0.0	0.0	0.0	0.0	1.2414	0.0	0.0	0.0	0.0	0.0	0.0	2.5352	0.0	1.2857	0.0	0.0	1.2857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2414	0.0	1.2857	0.0	0.0	0.0	1.2414	1.2414	0.0	0.0	1.2414	0.0	1.2857	2.5352	1.2857	0.0	0.0	2.5714	2.4828	2.4828	2.4828	3.7241	1.2857	0.0	0.0	0.0	0.0	1.2414	1.2414	1.2857	0.0	2.5352	0.0	0.0	0.0	3.823	1.2857	1.2414	0.0	1.2414	0.0	3.7241
PWY-7234	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0
PWY-7254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	1.2	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	1.7143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	1.2	1.2	0.0	0.0	1.2	0.0	0.0	1.7143	0.0	0.0	0.0	0.0	2.4	2.4	2.4	3.6	0.0	0.0	0.0	0.0	0.0	1.2	1.2	0.0	0.0	1.7143	0.0	0.0	0.0	2.0	0.0	1.2	0.0	1.2	0.0	3.6
PWY-7371	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
PWY-7400	0.0	1.0182	1.0182	1.0182	1.0182	0.0	0.0	1.037	0.0	0.0	0.0	0.0	0.0	0.0	1.037	1.037	1.0182	0.0	0.0	1.0182	0.0	1.0182	0.0	0.0	0.0	0.0	0.0	1.037	0.0	0.0	0.0	0.0	0.0	0.0	2.0613	0.0	1.0182	0.0	0.0	1.0182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.037	0.0	1.0182	0.0	0.0	0.0	1.037	1.037	0.0	0.0	1.037	0.0	1.0182	2.0613	1.0182	0.0	0.0	2.0364	2.0741	2.0741	2.0741	3.1111	1.0182	0.0	0.0	0.0	0.0	1.037	1.037	1.0182	0.0	2.0613	0.0	0.0	0.0	3.0826	1.0182	1.037	0.0	1.037	0.0	3.1111
PWY-7539	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	1.3333	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	2.4	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	1.0	0.0	0.0	0.0	1.3333	1.3333	0.0	0.0	1.3333	0.0	1.0	2.4	1.0	0.0	0.0	2.0	2.6667	2.6667	2.6667	4.0	1.0	0.0	0.0	0.0	0.0	1.3333	1.3333	1.0	0.0	2.4	0.0	0.0	0.0	3.4286	1.0	1.3333	0.0	1.3333	0.0	4.0
PWY-7560	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0
PWY-7663	0.0	1.2	1.2	1.2	1.2	0.0	0.0	1.4118	0.0	0.0	0.0	0.0	0.0	0.0	1.4118	1.4118	1.2	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0	0.0	0.0	1.4118	0.0	0.0	0.0	0.0	0.0	0.0	2.6667	0.0	1.2	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4118	0.0	1.2	0.0	0.0	0.0	1.4118	1.4118	0.0	0.0	1.4118	0.0	1.2	2.6667	1.2	0.0	0.0	2.4	2.8235	2.8235	2.8235	4.2353	1.2	0.0	0.0	0.0	0.0	1.4118	1.4118	1.2	0.0	2.6667	0.0	0.0	0.0	3.8919	1.2	1.4118	0.0	1.4118	0.0	4.2353
PWY-7664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	1.4	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	1.9091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	1.4	1.4	0.0	0.0	1.4	0.0	0.0	1.9091	0.0	0.0	0.0	0.0	2.8	2.8	2.8	4.2	0.0	0.0	0.0	0.0	0.0	1.4	1.4	0.0	0.0	1.9091	0.0	0.0	0.0	2.2105	0.0	1.4	0.0	1.4	0.0	4.2
PWY-841	0.0	1.1282	1.1282	1.1282	1.1282	0.0	0.0	1.1092	0.0	0.0	0.0	0.0	0.0	0.0	1.1092	1.1092	1.1282	0.0	0.0	1.1282	0.0	1.1282	0.0	0.0	0.0	0.0	0.0	1.1092	0.0	0.0	0.0	0.0	0.0	0.0	2.2603	0.0	1.1282	0.0	0.0	1.1282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1092	0.0	1.1282	0.0	0.0	0.0	1.1092	1.1092	0.0	0.0	1.1092	0.0	1.1282	2.2603	1.1282	0.0	0.0	2.2564	2.2185	2.2185	2.2185	3.3277	1.1282	0.0	0.0	0.0	0.0	1.1092	1.1092	1.1282	0.0	2.2603	0.0	0.0	0.0	3.3962	1.1282	1.1092	0.0	1.1092	0.0	3.3277
PWY0-1061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	1.6216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	1.0909	1.0909	0.0	0.0	1.0909	0.0	0.0	1.6216	0.0	0.0	0.0	0.0	2.1818	2.1818	2.1818	3.2727	0.0	0.0	0.0	0.0	0.0	1.0909	1.0909	0.0	0.0	1.6216	0.0	0.0	0.0	1.92	0.0	1.0909	0.0	1.0909	0.0	3.2727
PWY0-1241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	3.0
PWY0-1296	0.0	1.4	1.4	1.4	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	1.4	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	1.4	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	1.4	1.4	0.0	0.0	2.8	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	1.4	0.0	0.0	0.0	2.8	1.4	0.0	0.0	0.0	0.0	0.0
PWY0-1297	0.0	1.2	1.2	1.2	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	1.2	1.2	0.0	0.0	2.4	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0	2.4	1.2	0.0	0.0	0.0	0.0	0.0
PWY0-1298	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0526	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0526	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0526	0.0	0.0	0.0	2.069	1.0	0.0	0.0	0.0	0.0	0.0
PWY0-1319	0.0	1.1429	1.1429	1.1429	1.1429	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	1.1429	1.1429	0.0	0.0	1.1429	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	2.2857	0.0	1.1429	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	1.1429	0.0	0.0	0.0	1.1429	1.1429	0.0	0.0	1.1429	0.0	1.1429	2.2857	1.1429	0.0	0.0	2.2857	2.2857	2.2857	2.2857	3.4286	1.1429	0.0	0.0	0.0	0.0	1.1429	1.1429	1.1429	0.0	2.2857	0.0	0.0	0.0	3.4286	1.1429	1.1429	0.0	1.1429	0.0	3.4286
